Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-05,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
1.0214e-01,0.39,0.36,-0.01,0.0015
1.0216e-01,0.39,0.36,-0.05,-0.0025
1.0218e-01,0.39,0.36,-0.05,0.0035
1.0219e-01,0.39,0.36,-0.05,-0.000499995
1.0221e-01,0.39,0.4,-0.05,-0.0025
1.0222e-01,0.39,0.36,-0.05,-0.000499995
1.0224e-01,0.39,0.32,-0.05,-0.000499995
1.0226e-01,0.39,0.36,-0.05,-0.000499995
1.0227e-01,0.39,0.36,-0.05,-0.000499995
1.0229e-01,0.39,0.36,-0.05,-0.000499995
1.0230e-01,0.43,0.36,-0.05,-0.000499995
1.0232e-01,0.39,0.36,-0.05,-0.000499995
1.0234e-01,0.39,0.36,-0.05,-0.000499995
1.0235e-01,0.39,0.36,-0.05,-0.0025
1.0237e-01,0.39,0.36,-0.05,-0.000499995
1.0238e-01,0.39,0.36,-0.05,-0.000499995
1.0240e-01,0.39,0.4,-0.01,-0.000499995
1.0242e-01,0.43,0.4,-0.05,-0.000499995
1.0243e-01,0.39,0.36,-0.01,-0.000499995
1.0245e-01,0.39,0.32,-0.01,-0.000499995
1.0246e-01,0.39,0.36,-0.05,-0.000499995
1.0248e-01,0.39,0.36,-0.05,-0.000499995
1.0250e-01,0.39,0.36,-0.05,-0.000499995
1.0251e-01,0.39,0.32,-0.05,-0.000499995
1.0253e-01,0.39,0.32,-0.05,-0.000499995
1.0254e-01,0.39,0.36,-0.05,-0.000499995
1.0256e-01,0.39,0.36,-0.01,-0.000499995
1.0258e-01,0.39,0.36,-0.01,-0.000499995
1.0259e-01,0.39,0.36,-0.05,-0.000499995
1.0261e-01,0.39,0.36,-0.05,-0.000499995
1.0262e-01,0.03,0.36,-0.29,-0.000499995
1.0264e-01,-0.00999995,0.32,-0.33,-0.0085
1.0266e-01,-0.00999995,0.36,-0.33,-0.0085
1.0267e-01,-0.00999995,0.36,-0.33,-0.0105
1.0269e-01,-0.00999995,0.36,-0.33,-0.0085
1.0270e-01,-0.00999995,0.36,-0.33,-0.0125
1.0272e-01,-0.00999995,0.36,-0.45,-0.0265
1.0274e-01,-0.00999995,0.36,-0.45,-0.0145
1.0275e-01,0.03,0.32,-0.45,-0.0205
1.0277e-01,-0.00999995,0.36,-0.45,-0.0145
1.0278e-01,-0.05,0.36,-0.45,-0.0145
1.0280e-01,-0.00999995,0.32,-0.45,-0.0145
1.0282e-01,-0.00999995,0.36,-0.45,-0.0145
1.0283e-01,-0.00999995,0.36,-0.45,-0.0145
1.0285e-01,-0.00999995,0.36,-0.45,-0.0145
1.0286e-01,-0.00999995,0.32,-0.45,-0.0165
1.0288e-01,-0.05,0.32,-0.45,-0.0145
1.0290e-01,-0.00999995,0.36,-0.45,-0.0145
1.0291e-01,-0.00999995,0.36,-0.45,-0.0165
1.0293e-01,-0.05,0.36,-0.45,-0.0145
1.0294e-01,-0.00999995,0.36,-0.45,-0.0165
1.0296e-01,-0.00999995,0.36,-0.49,-0.0145
1.0298e-01,-0.00999995,0.36,-0.49,-0.0165
1.0299e-01,-0.00999995,0.36,-0.45,-0.0145
1.0301e-01,-0.05,0.32,-0.45,-0.0145
1.0302e-01,-0.00999995,0.36,-0.45,-0.0145
1.0304e-01,-0.00999995,0.36,-0.45,-0.0165
1.0306e-01,-0.05,0.36,-0.45,-0.0145
1.0307e-01,-0.00999995,0.4,-0.45,-0.0165
1.0309e-01,-0.00999995,0.36,-0.45,-0.0165
1.0310e-01,-0.00999995,0.36,-0.45,-0.0145
1.0312e-01,-0.00999995,0.36,-0.45,-0.0145
1.0314e-01,0.03,0.36,-0.49,-0.0165
1.0315e-01,-0.00999995,0.36,-0.45,-0.0145
1.0317e-01,0.35,0.36,-0.17,-0.0145
1.0318e-01,0.39,0.36,-0.17,-0.0045
1.0320e-01,0.43,0.36,-0.17,-0.0065
1.0322e-01,0.39,0.36,-0.17,-0.0065
1.0323e-01,0.43,0.36,-0.17,-0.0065
1.0325e-01,0.43,0.36,-0.17,-0.0065
1.0326e-01,0.39,0.36,-0.17,-0.0065
1.0328e-01,0.39,0.36,-0.17,-0.0045
1.0330e-01,0.39,0.32,-0.17,-0.0065
1.0331e-01,0.39,0.32,-0.17,-0.0045
1.0333e-01,0.43,0.4,-0.17,-0.0045
1.0334e-01,0.39,0.36,-0.17,-0.0065
1.0336e-01,0.39,0.4,-0.21,-0.0065
1.0338e-01,0.39,0.36,-0.17,-0.0065
1.0339e-01,0.39,0.36,-0.17,-0.0065
1.0341e-01,0.39,0.32,-0.17,-0.0085
1.0342e-01,0.39,0.36,-0.17,-0.0065
1.0344e-01,0.39,0.36,-0.17,-0.0065
1.0346e-01,0.39,0.36,-0.17,-0.0065
1.0347e-01,0.43,0.36,-0.17,-0.0065
1.0349e-01,0.39,0.32,-0.17,-0.0045
1.0350e-01,0.39,0.36,-0.17,-0.0065
1.0352e-01,0.39,0.36,-0.17,-0.0065
1.0354e-01,0.39,0.36,-0.17,-0.0065
1.0355e-01,0.43,0.36,-0.17,-0.0065
1.0357e-01,0.39,0.36,-0.21,-0.0045
1.0358e-01,0.39,0.36,-0.17,-0.0065
1.0360e-01,0.39,0.36,-0.17,-0.0065
1.0362e-01,0.39,0.36,-0.17,-0.0065
1.0363e-01,0.39,0.36,-0.17,-0.0065
1.0365e-01,0.39,0.36,-0.21,-0.0065
1.0366e-01,0.39,0.32,-0.17,-0.0065
1.0368e-01,0.39,0.36,-0.17,-0.0065
1.0370e-01,0.39,0.36,-0.17,-0.0085
1.0371e-01,0.43,0.32,-0.17,-0.0045
1.0373e-01,0.39,0.36,-0.17,-0.0065
1.0374e-01,0.39,0.36,-0.17,-0.0065
1.0376e-01,0.39,0.36,-0.17,-0.0065
1.0378e-01,0.39,0.36,-0.21,-0.0065
1.0379e-01,0.39,0.32,-0.17,-0.0065
1.0381e-01,0.39,0.36,-0.17,-0.0065
1.0382e-01,0.39,0.32,-0.17,-0.0065
1.0384e-01,0.39,0.36,-0.17,-0.0045
1.0386e-01,0.43,0.36,-0.17,-0.0045
1.0387e-01,0.39,0.36,-0.17,-0.0045
1.0389e-01,0.39,0.32,-0.17,-0.0045
1.0390e-01,0.39,0.36,-0.17,-0.0065
1.0392e-01,-0.00999995,0.36,-0.45,-0.0125
1.0394e-01,-0.00999995,0.36,-0.45,-0.0145
1.0395e-01,-0.00999995,0.32,-0.49,-0.0145
1.0397e-01,-0.00999995,0.36,-0.45,-0.0145
1.0398e-01,-0.05,0.36,-0.49,-0.0165
1.0400e-01,-0.00999995,0.32,-0.45,-0.0145
1.0402e-01,-0.00999995,0.36,-0.49,-0.0165
1.0403e-01,-0.00999995,0.36,-0.45,-0.0145
1.0405e-01,-0.00999995,0.32,-0.45,-0.0145
1.0406e-01,-0.00999995,0.36,-0.45,-0.0145
1.0408e-01,-0.00999995,0.36,-0.45,-0.0145
1.0410e-01,-0.00999995,0.36,-0.45,-0.0145
1.0411e-01,-0.00999995,0.36,-0.45,-0.0165
1.0413e-01,-0.00999995,0.36,-0.45,-0.0185
1.0414e-01,-0.05,0.36,-0.45,-0.0165
1.0416e-01,-0.00999995,0.36,-0.49,-0.0145
1.0418e-01,-0.00999995,0.36,-0.45,-0.0165
1.0419e-01,-0.00999995,0.36,-0.45,-0.0165
1.0421e-01,-0.00999995,0.36,-0.45,-0.0145
1.0422e-01,-0.00999995,0.32,-0.45,-0.0145
1.0424e-01,-0.00999995,0.36,-0.45,-0.0165
1.0426e-01,-0.05,0.36,-0.49,-0.0145
1.0427e-01,-0.00999995,0.36,-0.45,-0.0145
1.0429e-01,-0.00999995,0.36,-0.45,-0.0165
1.0430e-01,-0.05,0.32,-0.45,-0.0165
1.0432e-01,-0.00999995,0.36,-0.45,-0.0145
1.0434e-01,-0.00999995,0.36,-0.45,-0.0165
1.0435e-01,-0.00999995,0.32,-0.45,-0.0145
1.0437e-01,-0.00999995,0.36,-0.49,-0.0165
1.0438e-01,-0.05,0.36,-0.45,-0.0145
1.0440e-01,-0.05,0.36,-0.49,-0.0165
1.0442e-01,-0.00999995,0.4,-0.45,-0.0145
1.0443e-01,0.03,0.36,-0.45,-0.0165
1.0445e-01,-0.00999995,0.36,-0.45,-0.0145
1.0446e-01,-0.00999995,0.36,-0.49,-0.0145
1.0448e-01,-0.00999995,0.36,-0.45,-0.0165
1.0450e-01,-0.00999995,0.36,-0.45,-0.0145
1.0451e-01,-0.00999995,0.36,-0.45,-0.0145
1.0453e-01,-0.00999995,0.32,-0.45,-0.0145
1.0454e-01,-0.05,0.36,-0.45,-0.0145
1.0456e-01,-0.00999995,0.36,-0.45,-0.0165
1.0458e-01,-0.00999995,0.36,-0.45,-0.0165
1.0459e-01,-0.00999995,0.36,-0.45,-0.0145
1.0461e-01,-0.00999995,0.36,-0.49,-0.0145
1.0462e-01,-0.00999995,0.4,-0.45,-0.0145
1.0464e-01,-0.00999995,0.36,-0.45,-0.0165
1.0466e-01,-0.00999995,0.36,-0.49,-0.0145
1.0467e-01,-0.00999995,0.36,-0.49,-0.0145
1.0469e-01,-0.00999995,0.32,-0.45,-0.0165
1.0470e-01,-0.00999995,0.36,-0.45,-0.0165
1.0472e-01,-0.00999995,0.36,-0.33,-0.0045
1.0474e-01,-0.00999995,0.36,-0.33,-0.0145
1.0475e-01,-0.05,0.36,-0.33,-0.0125
1.0477e-01,-0.00999995,0.36,-0.33,-0.0085
1.0478e-01,-0.00999995,0.32,-0.33,-0.0085
1.0480e-01,-0.00999995,0.36,-0.33,-0.0105
1.0482e-01,-0.00999995,0.36,-0.33,-0.0105
1.0483e-01,-0.00999995,0.36,-0.33,-0.0125
1.0485e-01,-0.00999995,0.36,-0.33,-0.0085
1.0486e-01,-0.00999995,0.36,-0.33,-0.0105
1.0488e-01,-0.00999995,0.36,-0.33,-0.0105
1.0490e-01,-0.00999995,0.36,-0.33,-0.0105
1.0491e-01,-0.05,0.36,-0.33,-0.0125
1.0493e-01,-0.00999995,0.36,-0.33,-0.0105
1.0494e-01,-0.00999995,0.36,-0.33,-0.0105
1.0496e-01,-0.00999995,0.36,-0.33,-0.0105
1.0498e-01,-0.00999995,0.36,-0.29,-0.0085
1.0499e-01,-0.00999995,0.36,-0.33,-0.0105
1.0501e-01,-0.00999995,0.36,-0.33,-0.0105
1.0502e-01,-0.00999995,0.32,-0.33,-0.0085
1.0504e-01,-0.00999995,0.32,-0.29,-0.0105
1.0506e-01,-0.00999995,0.36,-0.37,-0.0105
1.0507e-01,-0.00999995,0.36,-0.29,-0.0105
1.0509e-01,-0.00999995,0.32,-0.29,-0.0105
1.0510e-01,-0.00999995,0.36,-0.29,-0.0125
1.0512e-01,-0.00999995,0.32,-0.33,-0.0105
1.0514e-01,-0.00999995,0.36,-0.29,-0.0105
1.0515e-01,-0.00999995,0.36,-0.33,-0.0105
1.0517e-01,-0.00999995,0.36,-0.33,-0.0085
1.0518e-01,-0.05,0.36,-0.29,-0.0125
1.0520e-01,-0.00999995,0.32,-0.33,-0.0105
1.0522e-01,-0.00999995,0.32,-0.33,-0.0105
1.0523e-01,-0.00999995,0.36,-0.33,-0.0105
1.0525e-01,-0.00999995,0.36,-0.33,-0.0105
1.0526e-01,-0.00999995,0.32,-0.33,-0.0105
1.0528e-01,-0.00999995,0.36,-0.33,-0.0105
1.0530e-01,-0.00999995,0.4,-0.33,-0.0105
1.0531e-01,-0.05,0.36,-0.33,-0.0105
1.0533e-01,-0.00999995,0.36,-0.33,-0.0105
1.0534e-01,-0.00999995,0.32,-0.29,-0.0105
1.0536e-01,-0.00999995,0.36,-0.33,-0.0085
1.0538e-01,-0.00999995,0.36,-0.33,-0.0105
1.0539e-01,-0.05,0.32,-0.29,-0.0105
1.0541e-01,-0.00999995,0.36,-0.29,-0.0105
1.0542e-01,-0.00999995,0.36,-0.29,-0.0105
1.0544e-01,-0.00999995,0.36,-0.33,-0.0105
1.0546e-01,-0.00999995,0.36,-0.33,-0.0085
1.0547e-01,-0.00999995,0.32,-0.45,-0.0145
1.0549e-01,-0.00999995,0.36,-0.45,-0.0145
1.0550e-01,-0.05,0.36,-0.45,-0.0185
1.0552e-01,-0.00999995,0.36,-0.45,-0.0145
1.0554e-01,-0.00999995,0.36,-0.45,-0.0165
1.0555e-01,-0.00999995,0.32,-0.45,-0.0165
1.0557e-01,-0.05,0.36,-0.45,-0.0145
1.0558e-01,-0.00999995,0.36,-0.45,-0.0165
1.0560e-01,-0.00999995,0.36,-0.45,-0.0145
1.0562e-01,-0.00999995,0.32,-0.45,-0.0145
1.0563e-01,-0.00999995,0.36,-0.49,-0.0165
1.0565e-01,-0.00999995,0.32,-0.45,-0.0145
1.0566e-01,-0.00999995,0.36,-0.49,-0.0165
1.0568e-01,-0.00999995,0.4,-0.45,-0.0145
1.0570e-01,-0.00999995,0.32,-0.45,-0.0165
1.0571e-01,-0.05,0.36,-0.49,-0.0145
1.0573e-01,-0.00999995,0.36,-0.49,-0.0145
1.0574e-01,-0.00999995,0.32,-0.45,-0.0145
1.0576e-01,-0.00999995,0.36,-0.45,-0.0145
1.0578e-01,-0.00999995,0.32,-0.45,-0.0165
1.0579e-01,-0.00999995,0.36,-0.45,-0.0145
1.0581e-01,-0.00999995,0.36,-0.49,-0.0165
1.0582e-01,-0.00999995,0.32,-0.45,-0.0145
1.0584e-01,-0.00999995,0.36,-0.45,-0.0165
1.0586e-01,-0.00999995,0.36,-0.45,-0.0165
1.0587e-01,-0.05,0.36,-0.45,-0.0145
1.0589e-01,-0.00999995,0.36,-0.49,-0.0165
1.0590e-01,-0.00999995,0.36,-0.45,-0.0145
1.0592e-01,-0.00999995,0.36,-0.49,-0.0145
1.0594e-01,-0.00999995,0.36,-0.45,-0.0165
1.0595e-01,-0.00999995,0.36,-0.45,-0.0145
1.0597e-01,-0.00999995,0.32,-0.45,-0.0145
1.0598e-01,-0.00999995,0.36,-0.61,-0.0145
1.0600e-01,-0.00999995,0.36,-0.61,-0.0185
1.0602e-01,-0.00999995,0.36,-0.45,-0.0265
1.0603e-01,-0.05,0.32,-0.45,-0.0085
1.0605e-01,-0.00999995,0.36,-0.45,-0.0145
1.0606e-01,-0.00999995,0.36,-0.45,-0.0165
1.0608e-01,-0.00999995,0.36,-0.49,-0.0145
1.0610e-01,-0.00999995,0.32,-0.49,-0.0145
1.0611e-01,-0.00999995,0.32,-0.45,-0.0165
1.0613e-01,-0.00999995,0.4,-0.45,-0.0145
1.0614e-01,-0.00999995,0.32,-0.45,-0.0145
1.0616e-01,-0.00999995,0.32,-0.45,-0.0165
1.0618e-01,-0.00999995,0.32,-0.45,-0.0145
1.0619e-01,-0.05,0.36,-0.45,-0.0165
1.0621e-01,-0.05,0.36,-0.49,-0.0145
1.0622e-01,-0.00999995,0.36,-0.45,-0.0145
1.0624e-01,-0.00999995,0.36,-0.45,-0.0145
1.0626e-01,-0.00999995,0.36,-0.49,-0.0165
1.0627e-01,-0.00999995,0.36,-0.49,-0.0145
1.0629e-01,-0.00999995,0.36,-0.45,-0.0145
1.0630e-01,-0.00999995,0.36,-0.45,-0.0145
1.0632e-01,-0.05,0.36,-0.45,-0.0145
1.0634e-01,-0.00999995,0.36,-0.49,-0.0165
1.0635e-01,-0.00999995,0.36,-0.49,-0.0165
1.0637e-01,-0.00999995,0.36,-0.45,-0.0165
1.0638e-01,-0.00999995,0.36,-0.45,-0.0145
1.0640e-01,-0.00999995,0.36,-0.45,-0.0145
1.0642e-01,-0.00999995,0.36,-0.45,-0.0165
1.0643e-01,-0.00999995,0.36,-0.45,-0.0145
1.0645e-01,-0.00999995,0.36,-0.45,-0.0145
1.0646e-01,-0.05,0.36,-0.45,-0.0145
1.0648e-01,-0.00999995,0.32,-0.45,-0.0145
1.0650e-01,-0.00999995,0.36,-0.45,-0.0165
1.0651e-01,-0.00999995,0.36,-0.49,-0.0145
1.0653e-01,-0.00999995,0.36,-0.33,-0.0165
1.0654e-01,-0.00999995,0.36,-0.33,-0.0045
1.0656e-01,-0.00999995,0.36,-0.33,-0.0085
1.0658e-01,-0.00999995,0.36,-0.33,-0.0105
1.0659e-01,-0.00999995,0.32,-0.29,-0.0105
1.0661e-01,-0.00999995,0.36,-0.33,-0.0085
1.0662e-01,-0.05,0.36,-0.29,-0.0105
1.0664e-01,-0.00999995,0.32,-0.33,-0.0105
1.0666e-01,-0.00999995,0.32,-0.29,-0.0105
1.0667e-01,-0.00999995,0.32,-0.29,-0.0105
1.0669e-01,-0.00999995,0.36,-0.29,-0.0105
1.0670e-01,-0.00999995,0.36,-0.33,-0.0105
1.0672e-01,-0.00999995,0.36,-0.29,-0.0105
1.0674e-01,-0.00999995,0.32,-0.33,-0.0105
1.0675e-01,-0.00999995,0.36,-0.33,-0.0105
1.0677e-01,-0.00999995,0.36,-0.29,-0.0105
1.0678e-01,-0.00999995,0.36,-0.33,-0.0085
1.0680e-01,-0.05,0.36,-0.33,-0.0125
1.0682e-01,-0.00999995,0.36,-0.33,-0.0085
1.0683e-01,-0.00999995,0.36,-0.29,-0.0105
1.0685e-01,-0.00999995,0.36,-0.37,-0.0105
1.0686e-01,-0.00999995,0.36,-0.33,-0.0105
1.0688e-01,-0.00999995,0.36,-0.33,-0.0085
1.0690e-01,-0.00999995,0.36,-0.33,-0.0105
1.0691e-01,-0.00999995,0.36,-0.37,-0.0105
1.0693e-01,-0.05,0.36,-0.33,-0.0105
1.0694e-01,-0.00999995,0.36,-0.33,-0.0105
1.0696e-01,-0.05,0.36,-0.33,-0.0105
1.0698e-01,-0.00999995,0.32,-0.33,-0.0105
1.0699e-01,-0.00999995,0.36,-0.33,-0.0105
1.0701e-01,-0.00999995,0.36,-0.33,-0.0105
1.0702e-01,-0.05,0.36,-0.29,-0.0105
1.0704e-01,-0.00999995,0.36,-0.33,-0.0105
1.0706e-01,-0.00999995,0.36,-0.37,-0.0105
1.0707e-01,-0.00999995,0.32,-0.29,-0.0105
1.0709e-01,-0.00999995,0.36,-0.33,-0.0105
1.0710e-01,-0.00999995,0.36,-0.29,-0.0105
1.0712e-01,-0.00999995,0.32,-0.29,-0.0085
1.0714e-01,-0.00999995,0.36,-0.33,-0.0105
1.0715e-01,-0.00999995,0.36,-0.33,-0.0105
1.0717e-01,-0.00999995,0.36,-0.37,-0.0105
1.0718e-01,-0.00999995,0.36,-0.29,-0.0105
1.0720e-01,-0.00999995,0.36,-0.33,-0.0105
1.0722e-01,-0.00999995,0.32,-0.33,-0.0105
1.0723e-01,-0.00999995,0.36,-0.45,-0.0125
1.0725e-01,-0.05,0.32,-0.49,-0.0205
1.0726e-01,-0.00999995,0.36,-0.45,-0.0165
1.0728e-01,-0.00999995,0.36,-0.45,-0.0165
1.0730e-01,-0.00999995,0.36,-0.45,-0.0165
1.0731e-01,-0.00999995,0.4,-0.45,-0.0165
1.0733e-01,-0.05,0.4,-0.45,-0.0165
1.0734e-01,-0.00999995,0.36,-0.45,-0.0165
1.0736e-01,-0.00999995,0.36,-0.45,-0.0165
1.0738e-01,-0.05,0.32,-0.45,-0.0145
1.0739e-01,-0.00999995,0.32,-0.45,-0.0145
1.0741e-01,-0.00999995,0.36,-0.49,-0.0145
1.0742e-01,-0.00999995,0.32,-0.45,-0.0145
1.0744e-01,-0.00999995,0.36,-0.45,-0.0165
1.0746e-01,-0.00999995,0.36,-0.45,-0.0145
1.0747e-01,-0.00999995,0.36,-0.45,-0.0165
1.0749e-01,-0.00999995,0.32,-0.45,-0.0145
1.0750e-01,-0.05,0.36,-0.45,-0.0145
1.0752e-01,-0.00999995,0.36,-0.45,-0.0165
1.0754e-01,-0.05,0.36,-0.49,-0.0145
1.0755e-01,-0.00999995,0.36,-0.45,-0.0165
1.0757e-01,-0.00999995,0.32,-0.45,-0.0165
1.0758e-01,-0.05,0.36,-0.45,-0.0145
1.0760e-01,-0.00999995,0.36,-0.45,-0.0145
1.0762e-01,-0.00999995,0.36,-0.45,-0.0165
1.0763e-01,-0.00999995,0.36,-0.49,-0.0145
1.0765e-01,-0.00999995,0.36,-0.45,-0.0165
1.0766e-01,-0.00999995,0.36,-0.49,-0.0165
1.0768e-01,-0.00999995,0.36,-0.45,-0.0145
1.0770e-01,-0.00999995,0.36,-0.45,-0.0165
1.0771e-01,-0.00999995,0.36,-0.45,-0.0145
1.0773e-01,-0.05,0.36,-0.49,-0.0145
1.0774e-01,-0.00999995,0.36,-0.45,-0.0145
1.0776e-01,-0.00999995,0.32,-0.45,-0.0165
1.0778e-01,-0.05,0.36,-0.45,-0.0145
1.0779e-01,-0.00999995,0.32,-0.45,-0.0165
1.0781e-01,-0.00999995,0.36,-0.45,-0.0145
1.0782e-01,-0.00999995,0.36,-0.49,-0.0145
1.0784e-01,-0.00999995,0.36,-0.45,-0.0145
1.0786e-01,-0.00999995,0.36,-0.45,-0.0145
1.0787e-01,-0.00999995,0.36,-0.45,-0.0145
1.0789e-01,-0.00999995,0.36,-0.45,-0.0145
1.0790e-01,-0.00999995,0.36,-0.45,-0.0165
1.0792e-01,-0.05,0.36,-0.45,-0.0165
1.0794e-01,-0.05,0.32,-0.45,-0.0145
1.0795e-01,-0.00999995,0.36,-0.45,-0.0145
1.0797e-01,-0.00999995,0.36,-0.45,-0.0145
1.0798e-01,-0.00999995,0.32,-0.49,-0.0145
1.0800e-01,-0.00999995,0.36,-0.49,-0.0145
1.0802e-01,-0.05,0.36,-0.45,-0.0165
1.0803e-01,-0.00999995,0.36,-0.49,-0.0145
1.0805e-01,-0.00999995,0.36,-0.45,-0.0145
1.0806e-01,0.23,0.36,-0.29,-0.0165
1.0808e-01,0.39,0.36,-0.17,-0.0105
1.0810e-01,0.39,0.32,-0.21,-0.0045
1.0811e-01,0.39,0.4,-0.17,-0.0085
1.0813e-01,0.39,0.36,-0.17,-0.0065
1.0814e-01,0.43,0.36,-0.17,-0.0045
1.0816e-01,0.39,0.36,-0.17,-0.0065
1.0818e-01,0.39,0.36,-0.21,-0.0065
1.0819e-01,0.39,0.36,-0.17,-0.0045
1.0821e-01,0.39,0.36,-0.17,-0.0045
1.0822e-01,0.39,0.36,-0.17,-0.0065
1.0824e-01,0.39,0.36,-0.17,-0.0045
1.0826e-01,0.39,0.32,-0.17,-0.0045
1.0827e-01,0.39,0.36,-0.17,-0.0065
1.0829e-01,0.39,0.36,-0.17,-0.0065
1.0830e-01,0.39,0.36,-0.21,-0.0065
1.0832e-01,0.39,0.32,-0.17,-0.0065
1.0834e-01,0.39,0.36,-0.17,-0.0065
1.0835e-01,0.39,0.36,-0.17,-0.0065
1.0837e-01,0.39,0.32,-0.17,-0.0045
1.0838e-01,0.39,0.36,-0.17,-0.0065
1.0840e-01,0.39,0.36,-0.17,-0.0065
1.0842e-01,0.39,0.36,-0.21,-0.0065
1.0843e-01,0.39,0.36,-0.17,-0.0045
1.0845e-01,0.39,0.36,-0.17,-0.0065
1.0846e-01,0.43,0.36,-0.21,-0.0065
1.0848e-01,0.39,0.36,-0.21,-0.0065
1.0850e-01,0.39,0.36,-0.21,-0.0045
1.0851e-01,0.39,0.36,-0.17,-0.0065
1.0853e-01,0.43,0.32,-0.17,-0.0045
1.0854e-01,0.43,0.36,-0.17,-0.0045
1.0856e-01,0.35,0.36,-0.21,-0.0065
1.0858e-01,0.43,0.36,-0.17,-0.0045
1.0859e-01,0.39,0.36,-0.17,-0.0065
1.0861e-01,0.39,0.36,-0.17,-0.0045
1.0862e-01,0.43,0.32,-0.21,-0.0065
1.0864e-01,0.39,0.36,-0.17,-0.0065
1.0866e-01,0.39,0.36,-0.17,-0.0045
1.0867e-01,0.39,0.36,-0.17,-0.0045
1.0869e-01,0.39,0.36,-0.17,-0.0045
1.0870e-01,0.39,0.36,-0.17,-0.0045
1.0872e-01,0.39,0.36,-0.21,-0.0045
1.0874e-01,0.39,0.36,-0.21,-0.0065
1.0875e-01,0.39,0.36,-0.17,-0.0065
1.0877e-01,0.39,0.36,-0.21,-0.0065
1.0878e-01,0.39,0.32,-0.21,-0.0045
1.0880e-01,0.39,0.36,-0.21,-0.0065
1.0882e-01,0.39,0.32,-0.21,-0.0045
1.0883e-01,-0.05,0.32,-0.49,-0.0125
1.0885e-01,-0.00999995,0.32,-0.45,-0.0165
1.0886e-01,-0.05,0.36,-0.45,-0.0125
1.0888e-01,-0.00999995,0.36,-0.49,-0.0145
1.0890e-01,-0.00999995,0.32,-0.45,-0.0145
1.0891e-01,-0.05,0.36,-0.45,-0.0145
1.0893e-01,-0.00999995,0.36,-0.45,-0.0145
1.0894e-01,-0.00999995,0.32,-0.45,-0.0145
1.0896e-01,-0.00999995,0.32,-0.45,-0.0145
1.0898e-01,-0.05,0.36,-0.45,-0.0145
1.0899e-01,-0.00999995,0.36,-0.45,-0.0145
1.0901e-01,-0.05,0.36,-0.45,-0.0145
1.0902e-01,-0.00999995,0.36,-0.45,-0.0145
1.0904e-01,-0.00999995,0.36,-0.45,-0.0145
1.0906e-01,-0.05,0.36,-0.45,-0.0165
1.0907e-01,-0.00999995,0.32,-0.45,-0.0165
1.0909e-01,-0.00999995,0.36,-0.45,-0.0145
1.0910e-01,-0.05,0.36,-0.45,-0.0145
1.0912e-01,-0.00999995,0.36,-0.45,-0.0165
1.0914e-01,-0.00999995,0.36,-0.45,-0.0145
1.0915e-01,-0.00999995,0.4,-0.45,-0.0145
1.0917e-01,-0.00999995,0.36,-0.45,-0.0145
1.0918e-01,-0.00999995,0.36,-0.45,-0.0145
1.0920e-01,0.03,0.36,-0.45,-0.0145
1.0922e-01,-0.00999995,0.36,-0.45,-0.0145
1.0923e-01,-0.00999995,0.32,-0.45,-0.0145
1.0925e-01,-0.00999995,0.36,-0.49,-0.0165
1.0926e-01,-0.05,0.36,-0.45,-0.0165
1.0928e-01,-0.00999995,0.32,-0.33,-0.0165
1.0930e-01,-0.00999995,0.36,-0.33,-0.0065
1.0931e-01,-0.00999995,0.36,-0.29,-0.0125
1.0933e-01,0.03,0.36,-0.33,-0.0105
1.0934e-01,-0.00999995,0.36,-0.33,-0.0105
1.0936e-01,-0.05,0.36,-0.33,-0.0105
1.0938e-01,0.39,0.36,-0.05,0.0015
1.0939e-01,0.39,0.4,-0.01,-0.0025
1.0941e-01,0.39,0.36,-0.05,-0.000499995
1.0942e-01,0.39,0.36,-0.05,-0.000499995
1.0944e-01,0.39,0.36,-0.05,-0.000499995
1.0946e-01,0.39,0.36,-0.05,-0.0025
1.0947e-01,0.39,0.36,-0.05,-0.000499995
1.0949e-01,0.39,0.32,-0.05,-0.0025
1.0950e-01,0.39,0.36,-0.05,-0.000499995
1.0952e-01,0.39,0.32,-0.05,-0.000499995
1.0954e-01,0.39,0.36,-0.09,-0.0025
1.0955e-01,0.39,0.32,-0.05,-0.000499995
1.0957e-01,0.39,0.36,-0.05,-0.000499995
1.0958e-01,0.43,0.36,-0.05,-0.000499995
1.0960e-01,0.39,0.36,-0.05,-0.000499995
1.0962e-01,0.35,0.32,-0.01,-0.0025
1.0963e-01,0.39,0.36,-0.05,-0.0025
1.0965e-01,0.39,0.36,-0.05,-0.000499995
1.0966e-01,0.39,0.36,-0.05,-0.000499995
1.0968e-01,0.39,0.36,-0.05,-0.000499995
1.0970e-01,0.39,0.36,-0.05,-0.000499995
1.0971e-01,0.39,0.36,-0.05,-0.0025
1.0973e-01,0.39,0.36,-0.05,-0.000499995
