Model,TBS2104X
Firmware Version,v1.31.14

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.02,,,
Sample Interval,1.6e-05,,,
Filter Frequency,2e+08,,,
Record Length,20000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,A
Vertical Offset,0,0,0,0
Vertical Scale,1,1,1,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.7200e-02,-0.00999995,0.36,-0.45,-0.0145
-9.7184e-02,-0.05,0.36,-0.45,-0.0165
-9.7168e-02,-0.00999995,0.36,-0.45,-0.0145
-9.7152e-02,-0.05,0.36,-0.45,-0.0145
-9.7136e-02,-0.00999995,0.36,-0.45,-0.0145
-9.7120e-02,-0.00999995,0.36,-0.45,-0.0145
-9.7104e-02,-0.05,0.32,-0.49,-0.0145
-9.7088e-02,-0.00999995,0.36,-0.45,-0.0145
-9.7072e-02,-0.05,0.36,-0.45,-0.0145
-9.7056e-02,-0.00999995,0.36,-0.45,-0.0165
-9.7040e-02,-0.00999995,0.36,-0.45,-0.0165
-9.7024e-02,-0.00999995,0.32,-0.45,-0.0165
-9.7008e-02,-0.05,0.36,-0.49,-0.0165
-9.6992e-02,-0.00999995,0.36,-0.45,-0.0165
-9.6976e-02,-0.05,0.36,-0.41,-0.0165
-9.6960e-02,-0.00999995,0.32,-0.45,-0.0145
-9.6944e-02,-0.00999995,0.32,-0.49,-0.0165
-9.6928e-02,-0.00999995,0.36,-0.45,-0.0165
-9.6912e-02,-0.00999995,0.32,-0.45,-0.0145
-9.6896e-02,-0.00999995,0.36,-0.45,-0.0145
-9.6880e-02,-0.00999995,0.32,-0.49,-0.0165
-9.6864e-02,-0.00999995,0.36,-0.49,-0.0145
-9.6848e-02,-0.00999995,0.36,-0.45,-0.0145
-9.6832e-02,0.35,0.36,-0.17,-0.0045
-9.6816e-02,0.39,0.36,-0.21,-0.0065
-9.6800e-02,0.39,0.36,-0.17,-0.0045
-9.6784e-02,0.39,0.4,-0.17,-0.0065
-9.6768e-02,0.39,0.36,-0.21,-0.0065
-9.6752e-02,0.39,0.4,-0.17,-0.0065
-9.6736e-02,0.39,0.36,-0.17,-0.0065
-9.6720e-02,0.39,0.36,-0.21,-0.0065
-9.6704e-02,0.39,0.36,-0.17,-0.0045
-9.6688e-02,0.39,0.32,-0.17,-0.0045
-9.6672e-02,0.39,0.4,-0.17,-0.0065
-9.6656e-02,0.39,0.32,-0.17,-0.0065
-9.6640e-02,0.35,0.36,-0.17,-0.0045
-9.6624e-02,0.39,0.32,-0.17,-0.0065
-9.6608e-02,0.39,0.36,-0.17,-0.0065
-9.6592e-02,0.39,0.36,-0.17,-0.0065
-9.6576e-02,0.39,0.36,-0.17,-0.0065
-9.6560e-02,0.39,0.36,-0.17,-0.0065
-9.6544e-02,0.39,0.36,-0.17,-0.0045
-9.6528e-02,0.39,0.32,-0.17,-0.0045
-9.6512e-02,0.39,0.32,-0.17,-0.0045
-9.6496e-02,0.39,0.36,-0.17,-0.0045
-9.6480e-02,0.39,0.36,-0.17,-0.0065
-9.6464e-02,0.39,0.4,-0.21,-0.0045
-9.6448e-02,0.39,0.36,-0.21,-0.0045
-9.6432e-02,0.43,0.32,-0.17,-0.0045
-9.6416e-02,0.39,0.36,-0.17,-0.0065
-9.6400e-02,0.43,0.36,-0.17,-0.0045
-9.6384e-02,0.39,0.36,-0.17,-0.0045
-9.6368e-02,0.35,0.36,-0.17,-0.0045
-9.6352e-02,0.39,0.36,-0.17,-0.0065
-9.6336e-02,0.39,0.36,-0.17,-0.0045
-9.6320e-02,0.39,0.36,-0.17,-0.0045
-9.6304e-02,0.39,0.36,-0.17,-0.0065
-9.6288e-02,0.39,0.4,-0.17,-0.0065
-9.6272e-02,0.39,0.32,-0.17,-0.0045
-9.6256e-02,0.43,0.36,-0.17,-0.0045
-9.6240e-02,0.43,0.36,-0.17,-0.0045
-9.6224e-02,0.39,0.36,-0.21,-0.0065
-9.6208e-02,0.43,0.4,-0.17,-0.0045
-9.6192e-02,0.39,0.36,-0.17,-0.0065
-9.6176e-02,0.39,0.36,-0.17,-0.0045
-9.6160e-02,0.39,0.4,-0.17,-0.0065
-9.6144e-02,0.35,0.36,-0.17,-0.0065
-9.6128e-02,0.39,0.4,-0.17,-0.0065
-9.6112e-02,0.43,0.36,-0.17,-0.0045
-9.6096e-02,0.39,0.36,-0.17,-0.0045
-9.6080e-02,-0.00999995,0.36,-0.45,-0.0165
-9.6064e-02,-0.05,0.36,-0.49,-0.0125
-9.6048e-02,-0.00999995,0.36,-0.45,-0.0165
-9.6032e-02,-0.05,0.36,-0.45,-0.0145
-9.6016e-02,-0.00999995,0.36,-0.45,-0.0145
-9.6000e-02,-0.05,0.32,-0.45,-0.0145
-9.5984e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5968e-02,-0.00999995,0.4,-0.45,-0.0145
-9.5952e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5936e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5920e-02,-0.00999995,0.4,-0.45,-0.0165
-9.5904e-02,-0.05,0.4,-0.45,-0.0165
-9.5888e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5872e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5856e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5840e-02,-0.00999995,0.32,-0.45,-0.0145
-9.5824e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5808e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5792e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5776e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5760e-02,-0.05,0.36,-0.45,-0.0145
-9.5744e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5728e-02,-0.00999995,0.4,-0.45,-0.0145
-9.5712e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5696e-02,-0.00999995,0.36,-0.49,-0.0145
-9.5680e-02,-0.00999995,0.36,-0.49,-0.0145
-9.5664e-02,-0.00999995,0.36,-0.49,-0.0145
-9.5648e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5632e-02,-0.05,0.36,-0.45,-0.0145
-9.5616e-02,-0.00999995,0.32,-0.45,-0.0185
-9.5600e-02,-0.00999995,0.32,-0.45,-0.0145
-9.5584e-02,-0.00999995,0.36,-0.49,-0.0145
-9.5568e-02,-0.00999995,0.32,-0.45,-0.0165
-9.5552e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5536e-02,-0.00999995,0.32,-0.45,-0.0145
-9.5520e-02,-0.05,0.36,-0.49,-0.0165
-9.5504e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5488e-02,-0.05,0.32,-0.45,-0.0165
-9.5472e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5456e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5440e-02,-0.00999995,0.36,-0.45,-0.0165
-9.5424e-02,-0.05,0.36,-0.45,-0.0145
-9.5408e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5392e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5376e-02,-0.05,0.36,-0.45,-0.0145
-9.5360e-02,-0.05,0.36,-0.45,-0.0165
-9.5344e-02,-0.00999995,0.36,-0.49,-0.0145
-9.5328e-02,-0.00999995,0.36,-0.45,-0.0145
-9.5312e-02,-0.05,0.36,-0.45,-0.0145
-9.5296e-02,-0.00999995,0.4,-0.49,-0.0165
-9.5280e-02,-0.00999995,0.4,-0.29,-0.0145
-9.5264e-02,-0.00999995,0.36,-0.29,-0.0125
-9.5248e-02,-0.05,0.36,-0.29,-0.0085
-9.5232e-02,-0.00999995,0.36,-0.29,-0.0105
-9.5216e-02,-0.00999995,0.36,-0.29,-0.0085
-9.5200e-02,-0.00999995,0.32,-0.29,-0.0105
-9.5184e-02,-0.05,0.36,-0.33,-0.0105
-9.5168e-02,-0.00999995,0.36,-0.33,-0.0105
-9.5152e-02,-0.00999995,0.36,-0.33,-0.0085
-9.5136e-02,-0.00999995,0.36,-0.29,-0.0105
-9.5120e-02,-0.00999995,0.32,-0.33,-0.0105
-9.5104e-02,-0.00999995,0.36,-0.33,-0.0105
-9.5088e-02,-0.00999995,0.32,-0.33,-0.0105
-9.5072e-02,-0.05,0.36,-0.29,-0.0105
-9.5056e-02,-0.00999995,0.36,-0.29,-0.0105
-9.5040e-02,-0.00999995,0.36,-0.33,-0.0105
-9.5024e-02,-0.00999995,0.36,-0.33,-0.0105
-9.5008e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4992e-02,-0.00999995,0.36,-0.29,-0.0105
-9.4976e-02,-0.05,0.36,-0.29,-0.0105
-9.4960e-02,-0.00999995,0.36,-0.33,-0.0125
-9.4944e-02,-0.00999995,0.36,-0.29,-0.0105
-9.4928e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4912e-02,-0.05,0.36,-0.33,-0.0105
-9.4896e-02,-0.00999995,0.36,-0.29,-0.0105
-9.4880e-02,-0.05,0.36,-0.33,-0.0105
-9.4864e-02,-0.00999995,0.36,-0.33,-0.0125
-9.4848e-02,-0.05,0.36,-0.37,-0.0105
-9.4832e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4816e-02,-0.00999995,0.4,-0.29,-0.0105
-9.4800e-02,-0.00999995,0.32,-0.29,-0.0105
-9.4784e-02,-0.05,0.4,-0.33,-0.0105
-9.4768e-02,-0.05,0.32,-0.33,-0.0105
-9.4752e-02,-0.00999995,0.4,-0.33,-0.0105
-9.4736e-02,-0.00999995,0.36,-0.29,-0.0105
-9.4720e-02,-0.05,0.36,-0.29,-0.0105
-9.4704e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4688e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4672e-02,-0.00999995,0.36,-0.29,-0.0085
-9.4656e-02,0.03,0.32,-0.29,-0.0105
-9.4640e-02,-0.05,0.36,-0.37,-0.0105
-9.4624e-02,-0.00999995,0.36,-0.33,-0.0125
-9.4608e-02,-0.05,0.36,-0.33,-0.0105
-9.4592e-02,-0.05,0.36,-0.33,-0.0105
-9.4576e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4560e-02,-0.00999995,0.36,-0.29,-0.0105
-9.4544e-02,-0.00999995,0.36,-0.33,-0.0105
-9.4528e-02,-0.00999995,0.32,-0.49,-0.0105
-9.4512e-02,-0.00999995,0.36,-0.45,-0.0205
-9.4496e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4480e-02,-0.00999995,0.32,-0.45,-0.0165
-9.4464e-02,-0.05,0.36,-0.49,-0.0165
-9.4448e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4432e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4416e-02,-0.00999995,0.32,-0.45,-0.0145
-9.4400e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4384e-02,-0.00999995,0.32,-0.49,-0.0145
-9.4368e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4352e-02,-0.00999995,0.4,-0.45,-0.0145
-9.4336e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4320e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4304e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4288e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4272e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4256e-02,-0.00999995,0.32,-0.45,-0.0145
-9.4240e-02,-0.00999995,0.4,-0.49,-0.0145
-9.4224e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4208e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4192e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4176e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4160e-02,-0.05,0.36,-0.45,-0.0165
-9.4144e-02,-0.00999995,0.32,-0.49,-0.0145
-9.4128e-02,-0.00999995,0.4,-0.45,-0.0145
-9.4112e-02,-0.05,0.36,-0.45,-0.0145
-9.4096e-02,-0.05,0.36,-0.45,-0.0165
-9.4080e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4064e-02,-0.00999995,0.36,-0.45,-0.0145
-9.4048e-02,-0.00999995,0.36,-0.45,-0.0165
-9.4032e-02,-0.00999995,0.36,-0.57,-0.0305
-9.4016e-02,-0.00999995,0.36,-0.61,-0.0205
-9.4000e-02,-0.00999995,0.32,-0.57,-0.0245
-9.3984e-02,-0.00999995,0.36,-0.45,-0.0105
-9.3968e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3952e-02,-0.00999995,0.36,-0.49,-0.0185
-9.3936e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3920e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3904e-02,-0.00999995,0.32,-0.45,-0.0145
-9.3888e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3872e-02,-0.05,0.36,-0.49,-0.0145
-9.3856e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3840e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3824e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3808e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3792e-02,-0.05,0.36,-0.45,-0.0165
-9.3776e-02,-0.00999995,0.36,-0.49,-0.0165
-9.3760e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3744e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3728e-02,-0.05,0.32,-0.45,-0.0145
-9.3712e-02,-0.00999995,0.36,-0.49,-0.0145
-9.3696e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3680e-02,-0.00999995,0.36,-0.49,-0.0145
-9.3664e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3648e-02,-0.00999995,0.4,-0.45,-0.0145
-9.3632e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3616e-02,-0.00999995,0.32,-0.49,-0.0145
-9.3600e-02,-0.00999995,0.36,-0.45,-0.0185
-9.3584e-02,-0.00999995,0.4,-0.45,-0.0145
-9.3568e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3552e-02,-0.05,0.36,-0.45,-0.0145
-9.3536e-02,-0.00999995,0.36,-0.45,-0.0165
-9.3520e-02,-0.05,0.4,-0.49,-0.0145
-9.3504e-02,-0.00999995,0.36,-0.45,-0.0145
-9.3488e-02,-0.00999995,0.32,-0.33,-0.0065
-9.3472e-02,-0.00999995,0.36,-0.33,-0.0045
-9.3456e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3440e-02,-0.05,0.32,-0.33,-0.0145
-9.3424e-02,-0.00999995,0.36,-0.29,-0.0085
-9.3408e-02,-0.05,0.36,-0.29,-0.0105
-9.3392e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3376e-02,-0.00999995,0.32,-0.33,-0.0105
-9.3360e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3344e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3328e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3312e-02,-0.05,0.32,-0.33,-0.0105
-9.3296e-02,-0.05,0.36,-0.33,-0.0105
-9.3280e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3264e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3248e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3232e-02,-0.00999995,0.36,-0.37,-0.0105
-9.3216e-02,0.03,0.36,-0.33,-0.0105
-9.3200e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3184e-02,-0.05,0.36,-0.33,-0.0105
-9.3168e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3152e-02,-0.00999995,0.36,-0.29,-0.0105
-9.3136e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3120e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3104e-02,-0.00999995,0.32,-0.33,-0.0105
-9.3088e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3072e-02,-0.00999995,0.36,-0.33,-0.0105
-9.3056e-02,-0.00999995,0.32,-0.33,-0.0105
-9.3040e-02,-0.00999995,0.4,-0.29,-0.0105
-9.3024e-02,0.03,0.36,-0.33,-0.0105
-9.3008e-02,-0.00999995,0.36,-0.33,-0.0105
-9.2992e-02,-0.00999995,0.36,-0.33,-0.0125
-9.2976e-02,-0.00999995,0.36,-0.33,-0.0105
-9.2960e-02,-0.00999995,0.36,-0.33,-0.0105
-9.2944e-02,-0.05,0.36,-0.33,-0.0105
-9.2928e-02,-0.00999995,0.32,-0.33,-0.0085
-9.2912e-02,-0.00999995,0.32,-0.29,-0.0105
-9.2896e-02,-0.00999995,0.36,-0.29,-0.0105
-9.2880e-02,-0.00999995,0.36,-0.33,-0.0125
-9.2864e-02,-0.00999995,0.36,-0.33,-0.0125
-9.2848e-02,-0.00999995,0.32,-0.37,-0.0105
-9.2832e-02,-0.00999995,0.36,-0.29,-0.0105
-9.2816e-02,-0.00999995,0.36,-0.29,-0.0105
-9.2800e-02,-0.00999995,0.36,-0.29,-0.0105
-9.2784e-02,-0.00999995,0.36,-0.49,-0.0105
-9.2768e-02,-0.00999995,0.36,-0.45,-0.0225
-9.2752e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2736e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2720e-02,-0.00999995,0.32,-0.45,-0.0165
-9.2704e-02,-0.05,0.36,-0.45,-0.0145
-9.2688e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2672e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2656e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2640e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2624e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2608e-02,-0.00999995,0.4,-0.45,-0.0145
-9.2592e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2576e-02,-0.00999995,0.32,-0.45,-0.0165
-9.2560e-02,-0.05,0.36,-0.49,-0.0145
-9.2544e-02,-0.00999995,0.32,-0.49,-0.0145
-9.2528e-02,-0.05,0.32,-0.45,-0.0165
-9.2512e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2496e-02,-0.05,0.32,-0.45,-0.0145
-9.2480e-02,-0.00999995,0.36,-0.49,-0.0145
-9.2464e-02,-0.00999995,0.4,-0.45,-0.0145
-9.2448e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2432e-02,-0.00999995,0.36,-0.49,-0.0165
-9.2416e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2400e-02,-0.00999995,0.32,-0.45,-0.0185
-9.2384e-02,-0.00999995,0.36,-0.49,-0.0145
-9.2368e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2352e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2336e-02,-0.00999995,0.36,-0.49,-0.0165
-9.2320e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2304e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2288e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2272e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2256e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2240e-02,-0.00999995,0.4,-0.45,-0.0165
-9.2224e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2208e-02,-0.00999995,0.4,-0.45,-0.0145
-9.2192e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2176e-02,-0.05,0.4,-0.45,-0.0145
-9.2160e-02,-0.00999995,0.36,-0.45,-0.0185
-9.2144e-02,-0.05,0.36,-0.45,-0.0165
-9.2128e-02,-0.05,0.36,-0.45,-0.0165
-9.2112e-02,-0.00999995,0.36,-0.41,-0.0145
-9.2096e-02,-0.00999995,0.36,-0.45,-0.0145
-9.2080e-02,-0.00999995,0.36,-0.49,-0.0145
-9.2064e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2048e-02,-0.00999995,0.4,-0.45,-0.0145
-9.2032e-02,-0.05,0.36,-0.45,-0.0165
-9.2016e-02,-0.00999995,0.36,-0.45,-0.0165
-9.2000e-02,-0.05,0.32,-0.45,-0.0145
-9.1984e-02,-0.00999995,0.36,-0.49,-0.0165
-9.1968e-02,-0.00999995,0.4,-0.49,-0.0165
-9.1952e-02,-0.00999995,0.36,-0.45,-0.0165
-9.1936e-02,0.39,0.36,-0.17,-0.0165
-9.1920e-02,0.39,0.36,-0.21,-0.0065
-9.1904e-02,0.39,0.36,-0.17,-0.0045
-9.1888e-02,0.39,0.4,-0.17,-0.0045
-9.1872e-02,0.39,0.36,-0.17,-0.0045
-9.1856e-02,0.39,0.32,-0.17,-0.0065
-9.1840e-02,0.39,0.4,-0.17,-0.0045
-9.1824e-02,0.35,0.36,-0.17,-0.0065
-9.1808e-02,0.39,0.32,-0.21,-0.0065
-9.1792e-02,0.39,0.36,-0.17,-0.0065
-9.1776e-02,0.39,0.32,-0.17,-0.0045
-9.1760e-02,0.39,0.36,-0.21,-0.0065
-9.1744e-02,0.39,0.36,-0.17,-0.0065
-9.1728e-02,0.39,0.36,-0.17,-0.0045
-9.1712e-02,0.39,0.36,-0.17,-0.0065
-9.1696e-02,0.39,0.32,-0.17,-0.0065
-9.1680e-02,0.39,0.36,-0.21,-0.0065
-9.1664e-02,0.39,0.36,-0.17,-0.0065
-9.1648e-02,0.39,0.36,-0.17,-0.0065
-9.1632e-02,0.39,0.36,-0.17,-0.0065
-9.1616e-02,0.43,0.36,-0.17,-0.0065
-9.1600e-02,0.39,0.36,-0.17,-0.0065
-9.1584e-02,0.39,0.4,-0.17,-0.0065
-9.1568e-02,0.39,0.36,-0.17,-0.0065
-9.1552e-02,0.39,0.36,-0.21,-0.0045
-9.1536e-02,0.39,0.36,-0.17,-0.0085
-9.1520e-02,0.39,0.4,-0.17,-0.0065
-9.1504e-02,0.39,0.4,-0.17,-0.0065
-9.1488e-02,0.39,0.36,-0.17,-0.0065
-9.1472e-02,0.39,0.32,-0.17,-0.0045
-9.1456e-02,0.39,0.36,-0.17,-0.0045
-9.1440e-02,0.39,0.36,-0.17,-0.0065
-9.1424e-02,0.39,0.36,-0.17,-0.0045
-9.1408e-02,0.39,0.4,-0.17,-0.0045
-9.1392e-02,0.39,0.36,-0.17,-0.0065
-9.1376e-02,0.39,0.36,-0.17,-0.0065
-9.1360e-02,0.39,0.32,-0.17,-0.0065
-9.1344e-02,0.43,0.32,-0.17,-0.0045
-9.1328e-02,0.39,0.32,-0.17,-0.0065
-9.1312e-02,0.39,0.36,-0.21,-0.0045
-9.1296e-02,0.39,0.36,-0.21,-0.0045
-9.1280e-02,0.39,0.36,-0.17,-0.0045
-9.1264e-02,0.39,0.32,-0.17,-0.0065
-9.1248e-02,0.39,0.32,-0.17,-0.0045
-9.1232e-02,0.39,0.36,-0.17,-0.0065
-9.1216e-02,0.43,0.36,-0.17,-0.0065
-9.1200e-02,0.39,0.36,-0.21,-0.0045
-9.1184e-02,-0.00999995,0.36,-0.45,-0.0085
-9.1168e-02,-0.00999995,0.36,-0.45,-0.0185
-9.1152e-02,-0.05,0.36,-0.45,-0.0125
-9.1136e-02,-0.00999995,0.32,-0.45,-0.0145
-9.1120e-02,-0.00999995,0.36,-0.45,-0.0145
-9.1104e-02,-0.00999995,0.36,-0.45,-0.0165
-9.1088e-02,-0.05,0.36,-0.49,-0.0165
-9.1072e-02,-0.05,0.36,-0.45,-0.0145
-9.1056e-02,-0.00999995,0.36,-0.45,-0.0165
-9.1040e-02,-0.00999995,0.36,-0.45,-0.0145
-9.1024e-02,-0.00999995,0.36,-0.45,-0.0145
-9.1008e-02,-0.00999995,0.32,-0.45,-0.0145
-9.0992e-02,-0.05,0.36,-0.45,-0.0145
-9.0976e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0960e-02,-0.05,0.36,-0.45,-0.0165
-9.0944e-02,-0.05,0.36,-0.45,-0.0145
-9.0928e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0912e-02,-0.00999995,0.32,-0.49,-0.0165
-9.0896e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0880e-02,-0.05,0.36,-0.49,-0.0145
-9.0864e-02,-0.00999995,0.36,-0.45,-0.0145
-9.0848e-02,-0.05,0.36,-0.45,-0.0145
-9.0832e-02,-0.05,0.36,-0.45,-0.0165
-9.0816e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0800e-02,-0.00999995,0.36,-0.45,-0.0145
-9.0784e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0768e-02,-0.05,0.36,-0.45,-0.0145
-9.0752e-02,-0.00999995,0.36,-0.45,-0.0165
-9.0736e-02,-0.00999995,0.36,-0.37,-0.0185
-9.0720e-02,-0.05,0.36,-0.29,-0.0045
-9.0704e-02,-0.00999995,0.32,-0.29,-0.0085
-9.0688e-02,-0.05,0.36,-0.29,-0.0125
-9.0672e-02,-0.00999995,0.36,-0.29,-0.0105
-9.0656e-02,-0.00999995,0.36,-0.33,-0.0125
-9.0640e-02,0.39,0.36,-0.05,-0.0065
-9.0624e-02,0.39,0.36,-0.05,-0.000499995
-9.0608e-02,0.39,0.36,-0.05,-0.000499995
-9.0592e-02,0.39,0.36,-0.05,-0.0025
-9.0576e-02,0.39,0.36,-0.05,-0.0025
-9.0560e-02,0.39,0.36,-0.01,0.0015
-9.0544e-02,0.35,0.36,-0.05,-0.000499995
-9.0528e-02,0.43,0.36,-0.05,-0.000499995
-9.0512e-02,0.39,0.36,-0.05,-0.0025
-9.0496e-02,0.39,0.36,-0.05,-0.000499995
-9.0480e-02,0.39,0.36,-0.05,-0.000499995
-9.0464e-02,0.39,0.36,-0.05,-0.000499995
-9.0448e-02,0.39,0.36,-0.05,-0.0025
-9.0432e-02,0.39,0.36,-0.01,-0.000499995
-9.0416e-02,0.35,0.36,-0.05,-0.000499995
-9.0400e-02,0.39,0.36,-0.05,-0.000499995
-9.0384e-02,0.35,0.36,-0.05,-0.000499995
-9.0368e-02,0.39,0.36,-0.05,-0.000499995
-9.0352e-02,0.39,0.36,-0.05,-0.0025
-9.0336e-02,0.39,0.36,-0.05,0.0015
-9.0320e-02,0.39,0.36,-0.01,-0.000499995
-9.0304e-02,0.39,0.36,-0.05,-0.000499995
-9.0288e-02,0.35,0.36,-0.05,-0.000499995
-9.0272e-02,0.39,0.36,-0.05,-0.000499995
-9.0256e-02,0.39,0.36,-0.05,-0.000499995
-9.0240e-02,0.35,0.36,-0.05,-0.000499995
-9.0224e-02,0.39,0.36,-0.05,-0.0025
-9.0208e-02,0.39,0.36,-0.05,-0.0025
-9.0192e-02,0.39,0.36,-0.21,-0.000499995
-9.0176e-02,0.43,0.36,-0.17,-0.0125
-9.0160e-02,0.35,0.36,-0.17,-0.0045
-9.0144e-02,0.39,0.36,-0.17,-0.0065
-9.0128e-02,0.39,0.36,-0.17,-0.0045
-9.0112e-02,0.39,0.36,-0.17,-0.0045
-9.0096e-02,0.39,0.36,-0.21,-0.0045
-9.0080e-02,0.39,0.36,-0.17,-0.0065
-9.0064e-02,0.39,0.36,-0.21,-0.0045
-9.0048e-02,0.39,0.36,-0.17,-0.0065
-9.0032e-02,0.39,0.36,-0.17,-0.0045
-9.0016e-02,0.39,0.36,-0.21,-0.0065
-9.0000e-02,0.43,0.36,-0.21,-0.0065
-8.9984e-02,0.39,0.36,-0.17,-0.0065
-8.9968e-02,0.39,0.36,-0.17,-0.0065
-8.9952e-02,0.35,0.36,-0.17,-0.0065
-8.9936e-02,0.39,0.32,-0.17,-0.0045
-8.9920e-02,0.39,0.36,-0.17,-0.0045
-8.9904e-02,0.39,0.4,-0.17,-0.0045
-8.9888e-02,0.35,0.36,-0.17,-0.0045
-8.9872e-02,0.39,0.36,-0.17,-0.0065
-8.9856e-02,0.39,0.36,-0.21,-0.0065
-8.9840e-02,0.39,0.32,-0.21,-0.0065
